CPU (%),Memory (MB),Disk (MB/s),Network (Mbps),Files Created,Files Deleted,Files Renamed,is_ransomware
79.33,12008.43,259.57,79.12,529,952,611,1
96.21,15942.13,19.48,75.56,496,181,719,1
26.54,2490.6,4.01,0.04,74,31,21,0
67.78,2509.57,4.85,3.97,81,73,48,0
81.85,13505.52,250.4,33.85,715,825,453,1
81.69,13980.11,242.02,17.52,893,223,657,1
81.63,8042.15,269.93,3.4,687,525,936,1
91.83,11342.17,472.68,18.51,870,146,465,1
34.18,5725.49,2.49,2.19,51,66,43,0
9.14,5280.9,11.1,2.41,96,19,26,0
62.9,557.2,4.82,3.23,62,33,71,0
48.96,5671.61,2.56,2.05,39,14,22,0
56.91,1901.75,0.07,0.78,6,25,11,0
92.76,13820.47,495.95,70.66,340,326,565,1
10.08,4649.29,2.01,4.51,39,96,97,0
59.69,394.3,8.45,2.76,12,11,2,0
13.2,5402.6,12.26,0.3,21,88,6,0
97.06,14410.06,273.6,83.65,436,469,393,1
71.8,6543.79,443.44,35.31,851,434,663,1
88.79,15677.04,240.94,55.9,313,128,524,1
39.95,2591.25,12.43,4.22,31,80,36,0
52.24,432.19,12.41,4.16,27,37,23,0
96.23,15042.52,61.72,87.73,295,392,941,1
94.1,13431.82,88.03,61.61,431,152,226,1
49.28,612.92,4.13,1.62,25,29,60,0
97.69,14612.4,434.79,93.76,314,106,777,1
40.81,5437.41,0.27,4.69,95,75,53,0
82.83,13245.58,318.15,34.67,534,535,968,1
80.9,13881.05,75.16,48.47,558,709,574,1
84.73,11014.38,427.97,3.3,349,421,829,1
31.25,2218.54,13.85,1.12,3,12,45,0
64.9,1646.87,2.65,4.24,57,74,8,0
87.52,11220.74,26.53,76.31,638,611,715,1
12.22,1116.33,13.74,1.53,8,20,78,0
66.84,2421.76,2.86,4.23,67,21,9,0
60.06,5520.23,3.1,4.35,73,93,96,0
99.19,10085.47,400.94,53.6,938,999,839,1
71.12,6831.78,186.68,36.27,979,422,913,1
19.57,4149.18,14.86,3.4,61,83,7,0
43.93,5794.63,1.59,4.28,34,2,58,0
19.38,4385.88,13.33,1.65,49,7,20,0
74.4,8187.3,229.74,58.46,354,426,301,1
98.42,13592.64,266.79,46.51,965,134,814,1
73.73,14833.93,426.35,21.77,793,143,170,1
51.75,5970.75,0.36,0.69,1,5,95,0
46.9,5935.38,12.89,4.02,32,55,73,0
8.78,4000.38,10.63,3.07,75,11,34,0
62.75,2197.8,14.09,2.96,82,8,63,0
99.82,11816.73,371.72,66.78,485,877,140,1
78.0,14739.09,117.13,17.02,208,601,664,1
77.45,7296.85,453.85,4.44,633,920,857,1
27.52,3283.56,1.06,2.61,14,24,57,0
90.24,6155.5,308.51,10.71,752,223,912,1
3.99,1614.45,11.67,1.11,40,37,78,0
88.19,7167.54,56.11,42.61,565,269,789,1
3.75,4186.8,14.76,1.24,31,55,7,0
90.23,10002.78,425.92,8.09,814,506,783,1
83.59,13894.38,253.03,50.69,604,381,859,1
90.57,6663.46,62.7,88.84,722,984,978,1
33.11,1504.14,0.17,1.33,27,21,28,0
26.85,848.72,12.7,3.14,59,42,82,0
8.1,406.08,5.04,4.3,42,74,61,0
80.79,14302.34,335.8,55.88,469,808,999,1
96.83,10354.07,45.53,40.34,573,445,809,1
93.5,15710.4,180.26,78.16,403,459,539,1
27.06,2259.39,11.65,1.2,33,4,76,0
73.49,8516.1,363.55,68.14,354,947,977,1
74.62,7871.23,33.46,80.29,415,946,571,1
40.15,3611.0,3.33,4.94,35,57,40,0
5.24,4560.32,8.67,4.69,84,99,53,0
31.54,4595.92,7.26,2.08,64,31,67,0
9.13,1337.84,4.55,0.05,21,86,67,0
30.48,2741.52,10.33,0.56,22,18,42,0
63.07,2686.7,4.69,0.15,60,67,70,0
15.72,4184.51,11.88,1.65,70,13,68,0
79.91,7228.02,31.82,44.15,881,184,133,1
50.65,137.05,2.14,2.83,37,19,73,0
74.9,11571.47,347.62,78.35,481,610,374,1
29.25,3671.52,11.22,4.95,70,90,30,0
70.99,15050.2,367.87,31.92,179,104,727,1
41.77,4470.37,10.65,4.97,48,48,55,0
94.47,8711.85,385.14,40.71,716,552,382,1
78.64,14781.08,345.87,4.19,157,447,752,1
24.28,5852.71,11.25,4.74,34,62,31,0
0.07,650.03,12.6,0.19,69,12,49,0
86.28,6334.83,309.75,77.58,974,852,459,1
53.67,2801.64,10.38,2.06,83,64,32,0
75.97,12288.37,34.28,67.89,671,406,926,1
64.01,1067.35,10.01,2.16,89,96,97,0
26.17,3950.44,4.04,0.63,92,94,87,0
48.86,1272.64,5.58,0.66,11,55,31,0
26.2,728.32,9.61,0.77,1,30,88,0
64.81,3200.53,10.17,4.6,79,8,20,0
15.74,2632.67,7.26,3.39,86,6,93,0
38.77,3157.89,12.26,4.27,86,53,89,0
53.43,3878.47,2.51,2.48,34,4,65,0
73.77,6497.51,383.75,92.35,993,831,453,1
85.01,14692.39,339.16,88.63,873,855,455,1
87.29,11826.01,192.83,37.38,286,673,722,1
88.41,12190.65,391.56,63.56,964,951,699,1
91.27,10991.47,156.74,44.83,190,295,524,1
78.35,9604.45,22.58,99.84,358,404,946,1
84.47,14171.6,407.25,14.59,789,701,868,1
62.12,5624.66,13.54,1.75,95,81,26,0
28.58,5522.74,11.38,4.98,67,90,100,0
22.08,2420.23,3.69,2.98,41,11,32,0
58.06,4723.78,6.69,4.99,86,18,29,0
23.55,3339.34,13.19,4.26,6,19,88,0
50.77,1372.74,7.69,4.8,97,6,84,0
85.27,13545.83,347.49,88.65,792,593,272,1
48.13,3924.89,3.77,4.17,39,99,35,0
53.97,456.76,10.33,3.7,46,72,2,0
76.24,11363.8,279.27,47.39,795,778,446,1
92.38,10256.73,180.8,49.18,737,971,296,1
19.53,2014.86,6.53,4.08,35,94,27,0
92.56,11850.92,206.22,49.13,352,333,930,1
69.58,382.79,6.93,2.61,81,64,60,0
53.32,2934.94,11.96,4.53,65,78,8,0
75.35,9233.69,290.81,43.94,624,900,808,1
90.39,13736.32,274.32,54.91,690,398,977,1
91.81,7321.02,70.85,41.1,960,604,668,1
87.92,12947.47,108.05,8.98,891,656,991,1
95.66,15958.87,350.29,15.61,103,849,455,1
96.74,14049.07,436.41,68.76,598,359,340,1
70.07,11643.17,344.07,90.72,120,466,724,1
90.74,9097.94,453.07,78.56,725,376,832,1
87.99,12642.92,183.72,97.77,392,382,678,1
81.24,10316.38,165.85,46.47,298,774,689,1
89.88,9386.95,493.6,49.5,865,515,175,1
39.86,5396.24,3.45,2.14,53,60,81,0
29.52,3823.29,12.02,3.43,88,47,44,0
70.22,10531.14,41.14,47.57,652,217,581,1
70.42,8283.34,106.16,71.75,382,556,166,1
86.93,14003.96,314.75,55.59,677,730,305,1
82.68,11889.81,98.29,70.84,543,874,368,1
75.82,8796.35,319.76,44.84,188,293,117,1
71.12,12308.87,499.79,32.64,190,351,264,1
41.04,743.15,4.64,3.46,53,31,85,0
61.32,3395.89,4.71,4.23,84,40,33,0
37.1,2047.43,11.47,0.74,55,31,1,0
99.56,15061.17,169.62,48.32,893,124,236,1
6.94,5441.47,8.36,3.35,0,92,83,0
95.95,12974.68,292.42,6.21,682,386,392,1
13.13,2093.66,6.13,2.54,0,0,20,0
10.39,257.13,12.14,4.34,37,66,58,0
50.96,497.17,3.53,2.39,87,1,42,0
86.04,13381.14,141.75,64.21,840,935,859,1
75.52,15268.38,263.15,29.97,336,980,166,1
70.17,13876.81,168.46,95.63,365,688,382,1
28.32,5889.7,1.93,3.21,87,58,75,0
66.23,1536.63,3.13,4.39,4,62,68,0
52.84,5141.55,9.29,4.5,36,92,55,0
28.06,5281.2,11.91,3.31,77,1,90,0
59.85,5744.97,12.76,0.37,43,51,77,0
74.63,9857.87,260.65,4.0,605,109,601,1
99.8,11358.86,350.12,12.92,322,915,946,1
85.15,15798.11,199.41,28.93,315,712,683,1
25.62,4546.63,9.66,0.07,44,15,31,0
99.08,13199.51,161.61,85.5,512,909,716,1
0.89,4604.49,14.04,1.25,24,3,42,0
77.85,7931.17,326.83,63.39,680,230,911,1
84.29,13044.0,326.7,16.01,952,419,666,1
74.45,11807.39,290.95,67.33,190,305,678,1
62.27,2951.37,10.94,2.1,10,52,64,0
22.91,4004.92,4.1,0.05,13,15,61,0
61.41,5489.63,0.97,3.36,92,48,66,0
85.45,9925.05,79.41,31.24,659,788,321,1
82.1,14131.51,192.73,6.24,504,623,519,1
99.67,9626.16,266.05,80.4,622,521,215,1
37.75,4631.77,10.16,2.56,9,31,80,0
76.27,12540.88,47.57,54.24,492,377,144,1
71.81,13292.17,206.3,91.08,479,947,398,1
58.31,135.3,11.63,0.25,80,69,1,0
94.46,7014.49,116.45,11.31,471,774,134,1
92.36,9696.82,112.81,88.85,364,193,775,1
96.71,10218.03,244.9,61.1,369,810,598,1
77.68,8863.81,210.53,49.85,721,314,672,1
37.02,3367.42,13.56,0.19,33,78,66,0
57.58,2805.25,2.86,1.7,51,93,80,0
7.28,1879.96,5.27,1.41,54,78,41,0
79.35,11294.05,23.61,46.91,657,146,353,1
96.57,14908.73,289.28,61.82,102,642,293,1
10.75,4796.19,7.8,0.1,32,91,56,0
34.08,2561.62,10.02,1.61,6,40,30,0
68.07,2728.68,13.93,4.62,96,100,79,0
7.47,4725.65,11.27,1.98,9,50,83,0
22.92,3136.31,12.61,2.54,72,45,40,0
43.38,3385.93,14.56,1.19,38,7,16,0
88.5,14226.34,249.5,82.86,473,540,978,1
73.14,8464.01,190.85,17.36,113,688,863,1
4.76,2876.0,9.47,1.43,39,9,3,0
28.95,1232.06,14.52,1.22,20,67,35,0
41.67,1881.74,2.72,3.61,13,43,79,0
75.76,9895.36,268.92,45.62,121,208,154,1
31.3,2047.07,8.84,4.97,81,8,2,0
55.7,5704.44,11.01,3.63,98,5,46,0
99.16,11472.56,186.37,15.58,638,566,715,1
90.51,14401.73,325.33,43.51,650,658,453,1
85.91,11286.65,383.58,7.66,736,920,362,1
41.27,5476.76,3.62,1.26,8,45,87,0
78.84,15167.93,71.28,22.84,867,302,635,1
49.33,2663.05,0.11,1.14,35,55,89,0
58.05,4189.21,1.94,0.54,74,66,9,0
56.76,3983.69,0.61,4.33,95,8,94,0
83.24,6137.56,284.95,13.75,379,287,406,1
88.13,10164.52,332.29,15.0,910,365,440,1
71.67,10172.84,496.22,22.57,468,814,222,1
94.22,15536.49,365.67,24.22,101,230,404,1
83.32,15895.72,29.89,53.88,294,948,816,1
6.48,4670.78,8.06,2.69,32,19,95,0
74.95,15148.71,179.36,16.8,612,606,568,1
87.33,9172.33,399.87,71.84,868,297,872,1
96.34,10861.7,228.19,33.09,585,876,635,1
75.57,14794.35,24.33,27.84,106,522,455,1
64.06,743.23,7.9,3.33,99,6,2,0
72.21,6529.68,396.95,45.89,726,575,629,1
25.43,2999.04,14.0,0.49,67,8,46,0
89.81,14814.54,197.77,92.28,803,830,962,1
10.1,1455.38,3.87,4.74,22,17,60,0
87.11,10174.5,479.96,22.74,712,162,342,1
34.64,3535.55,7.74,3.67,6,0,33,0
11.84,1096.89,2.26,0.46,2,58,50,0
5.76,468.5,3.79,2.56,88,79,52,0
78.69,13649.79,205.23,63.34,496,485,186,1
74.41,6052.94,374.23,81.12,970,250,110,1
73.98,13699.39,148.98,57.15,435,956,929,1
75.25,6882.75,278.39,59.66,573,393,897,1
31.32,1479.99,0.2,0.31,80,69,63,0
41.92,3799.01,6.13,0.68,30,85,17,0
71.01,7339.0,333.38,72.22,331,722,409,1
67.56,1612.79,12.16,0.49,56,24,100,0
70.33,14517.94,440.82,70.95,817,568,120,1
40.37,2750.61,11.42,3.11,92,71,37,0
51.39,1777.65,7.84,1.4,83,53,9,0
93.21,10737.41,42.76,82.41,845,153,934,1
63.8,1709.02,14.53,4.21,56,95,37,0
84.36,12440.87,410.01,95.89,245,380,890,1
6.12,2652.65,8.73,4.74,47,78,86,0
75.6,10166.91,113.04,39.08,677,246,966,1
24.62,2627.83,1.84,2.92,26,54,36,0
72.68,11872.28,442.73,11.07,380,575,715,1
87.54,15937.02,29.6,35.87,835,611,565,1
91.34,7973.4,433.31,30.25,152,111,798,1
45.68,3039.85,14.72,2.82,14,82,43,0
75.15,14243.79,81.35,6.86,855,739,836,1
83.56,12269.79,147.73,44.18,897,897,322,1
91.97,8858.95,372.5,76.57,334,893,739,1
68.43,5286.17,3.6,0.91,74,61,21,0
26.94,3508.0,6.7,1.6,84,88,17,0
14.55,3080.55,7.99,1.13,65,5,62,0
79.85,7954.84,205.13,31.91,807,291,151,1
99.94,11841.44,114.88,29.49,415,412,506,1
82.75,9876.08,325.96,79.69,944,194,438,1
95.06,14876.16,166.25,81.55,665,849,759,1
77.9,14130.71,208.84,20.39,953,522,528,1
62.24,3758.81,6.79,0.92,64,53,51,0
96.29,8848.59,256.6,3.52,224,665,721,1
35.88,5380.25,8.92,2.79,32,15,50,0
15.29,4470.33,3.21,0.95,1,7,57,0
23.27,1841.31,12.3,3.32,49,69,62,0
51.12,1565.66,10.6,2.37,32,25,23,0
29.96,47.78,3.54,3.04,96,79,31,0
67.54,1264.41,5.83,3.08,92,65,35,0
86.42,9999.3,17.83,9.22,334,801,167,1
71.91,14212.2,110.2,49.54,172,143,400,1
97.13,11850.46,63.54,83.09,340,718,516,1
75.06,8741.93,162.57,53.62,988,290,842,1
64.15,4890.95,4.79,0.18,16,36,12,0
93.71,14749.84,376.12,90.34,940,119,412,1
91.74,10272.4,270.61,89.46,970,435,173,1
97.38,14244.22,108.08,88.11,682,560,923,1
6.47,4545.2,6.22,2.38,82,54,79,0
73.01,12448.39,97.19,51.81,755,527,507,1
4.91,1880.08,11.99,2.88,26,74,83,0
73.12,13649.38,110.5,13.88,725,322,957,1
26.07,3650.16,7.71,0.91,30,3,32,0
58.83,783.05,8.09,2.87,63,13,79,0
78.92,14850.46,384.81,36.38,929,295,292,1
65.11,3087.82,1.33,0.49,23,43,100,0
5.29,2886.89,13.2,0.2,46,20,41,0
43.75,4836.36,13.29,3.25,60,79,30,0
94.68,13978.17,305.95,81.23,943,126,651,1
30.48,1511.23,14.2,1.13,3,41,90,0
25.8,4222.82,0.98,4.97,49,58,58,0
50.63,145.35,11.08,2.57,66,34,75,0
96.97,13698.16,364.55,29.63,227,409,815,1
68.17,5864.75,11.44,3.29,25,20,88,0
85.51,10422.81,104.77,44.47,147,998,807,1
17.62,428.73,8.87,1.79,31,49,6,0
91.34,13427.32,168.24,75.88,419,783,690,1
11.15,5511.34,8.17,3.5,60,7,69,0
75.86,14289.1,392.59,33.16,618,834,811,1
66.41,4493.39,14.08,1.14,38,99,65,0
73.59,14753.95,396.41,95.04,991,294,458,1
24.69,4144.79,0.38,3.04,95,31,93,0
17.89,3597.7,12.32,2.68,94,97,93,0
83.34,8735.85,420.61,87.3,682,473,545,1
55.05,3441.47,7.82,0.88,83,95,1,0
97.78,10957.57,213.69,82.57,135,142,914,1
98.32,7237.26,56.58,90.81,664,189,890,1
70.93,7466.88,45.99,4.77,979,859,850,1
18.12,4274.92,14.23,3.72,0,8,79,0
46.72,3962.91,8.88,0.69,75,38,70,0
58.39,1432.54,5.5,4.49,61,49,84,0
65.43,4079.89,4.42,3.2,82,32,20,0
78.27,6195.36,58.16,35.65,477,340,533,1
35.58,3876.97,11.0,3.73,16,75,69,0
73.57,14453.07,89.19,42.55,768,253,273,1
2.39,5385.68,7.28,1.77,41,86,1,0
7.0,2965.22,3.27,3.66,50,84,23,0
19.99,3633.29,8.22,2.74,25,54,26,0
79.05,14343.7,443.78,42.85,512,851,396,1
74.96,11576.48,459.46,9.63,845,683,720,1
94.18,12546.3,205.35,73.7,438,916,373,1
0.6,2790.69,7.85,3.42,40,61,90,0
91.62,14141.15,383.18,86.52,186,275,580,1
42.13,1706.73,14.51,2.4,31,4,30,0
78.39,6242.87,387.92,55.79,447,680,287,1
84.39,8128.98,56.46,46.47,923,515,195,1
97.53,8028.14,247.69,90.56,796,589,141,1
87.81,7458.33,258.4,23.12,580,109,402,1
79.26,12911.93,301.96,59.33,762,558,856,1
34.24,2481.34,5.34,0.63,91,46,58,0
74.72,14790.02,129.9,84.04,648,497,503,1
98.82,15632.38,136.09,55.37,310,646,211,1
52.75,3645.68,11.5,2.57,77,73,27,0
63.75,2230.97,6.73,3.22,100,29,27,0
79.0,10092.42,210.71,98.57,672,625,913,1
52.39,3589.05,5.63,4.01,28,85,68,0
83.94,7844.93,226.17,58.73,695,383,187,1
80.38,12031.38,363.69,44.64,112,659,699,1
47.02,3128.11,4.48,2.56,61,77,50,0
3.19,5965.93,2.23,2.14,34,67,19,0
95.31,11492.36,306.15,63.63,804,620,883,1
83.58,13579.41,23.53,97.34,124,819,588,1
96.76,9199.41,87.14,24.77,867,928,678,1
76.37,13456.13,272.88,13.96,421,216,250,1
90.24,9999.19,57.26,14.98,799,763,905,1
99.55,8122.77,440.21,38.71,614,464,895,1
73.15,14544.27,325.46,28.5,474,490,156,1
68.87,3022.56,6.8,1.41,79,23,1,0
73.07,11012.12,95.33,5.69,917,593,936,1
43.34,1580.66,10.42,0.41,98,57,52,0
95.7,15472.82,491.55,68.57,556,732,824,1
37.81,4986.55,1.18,4.52,22,89,26,0
86.79,6801.7,141.5,63.03,742,463,818,1
51.51,2352.53,10.14,2.66,72,6,97,0
1.14,3881.99,11.84,0.06,1,8,57,0
91.42,13000.3,273.11,7.97,717,233,373,1
27.91,2652.14,13.43,2.26,34,24,89,0
66.51,4905.45,8.93,2.11,44,74,54,0
23.53,1709.09,11.08,4.7,70,99,71,0
96.63,7486.01,120.46,29.05,311,616,108,1
49.77,5575.05,13.98,3.14,36,34,94,0
89.47,10146.95,398.72,92.59,551,413,314,1
71.58,13772.93,206.08,42.21,954,524,913,1
90.35,11069.15,181.22,64.69,849,721,806,1
33.38,4034.37,3.08,0.36,59,44,92,0
85.22,13901.36,454.09,4.88,875,180,306,1
81.4,7926.12,237.2,41.55,521,901,357,1
58.74,1707.37,9.0,3.45,92,95,21,0
80.37,10249.37,78.37,40.19,197,647,756,1
16.96,3413.57,10.14,2.33,76,45,7,0
75.66,9198.46,56.98,59.96,646,446,612,1
57.55,5654.46,12.46,1.25,65,74,3,0
18.68,1470.09,13.09,4.13,28,62,97,0
92.39,6199.94,309.17,52.03,697,854,216,1
63.4,5021.48,4.38,3.87,85,74,27,0
77.2,11875.3,210.74,24.96,976,625,903,1
79.3,11441.77,375.03,5.4,622,437,356,1
27.99,4945.9,9.8,2.47,98,55,35,0
39.79,158.81,6.12,3.91,43,51,98,0
58.06,210.18,9.7,0.74,36,56,23,0
92.1,14276.06,187.53,23.91,341,842,111,1
17.72,3746.01,8.81,0.81,77,91,58,0
85.6,10546.17,291.47,22.17,454,852,458,1
23.83,4481.75,10.78,0.61,65,11,35,0
65.77,4099.25,6.5,0.2,74,16,19,0
93.84,6153.11,108.34,66.39,998,272,333,1
88.55,11618.01,171.52,53.39,329,969,820,1
96.74,7943.86,56.94,76.44,199,345,737,1
81.62,14981.33,72.75,58.76,964,467,820,1
39.89,1465.51,7.75,4.29,60,25,84,0
66.03,1481.07,4.58,1.04,20,42,25,0
84.39,12924.84,306.34,75.82,472,169,973,1
92.09,10445.94,244.25,17.99,359,196,190,1
99.36,9713.92,25.68,77.11,257,983,702,1
67.25,4027.76,12.72,1.35,92,27,55,0
80.59,12867.08,96.82,19.73,196,742,876,1
93.36,11978.04,418.08,80.78,158,340,950,1
16.53,2161.38,12.06,1.93,3,34,41,0
75.62,13904.4,475.79,47.23,546,613,596,1
96.88,14694.1,312.17,45.86,254,520,913,1
85.99,9450.78,79.17,15.37,885,671,960,1
54.14,3643.87,8.8,3.69,28,52,29,0
39.04,5662.02,6.39,3.22,27,3,22,0
62.42,1039.88,11.89,2.24,56,41,64,0
60.34,5842.71,13.78,2.56,14,27,43,0
97.0,8516.01,43.3,11.35,817,527,492,1
15.47,3732.85,5.15,0.18,54,21,93,0
95.81,14863.27,330.75,20.62,306,320,198,1
88.54,8302.08,260.84,69.13,999,865,890,1
24.51,1618.09,14.11,1.61,0,52,22,0
84.5,12603.75,184.65,18.02,483,742,840,1
88.81,15658.57,280.45,32.21,159,864,261,1
39.14,5602.89,1.96,1.7,60,79,30,0
82.56,12593.73,321.56,44.33,168,629,344,1
78.47,6059.1,144.44,74.92,223,237,767,1
63.11,1052.91,7.03,3.7,6,57,27,0
17.2,5781.8,10.03,2.81,34,84,55,0
96.94,10155.94,325.23,15.03,891,678,874,1
66.94,5894.72,7.88,1.46,96,28,40,0
77.61,11866.31,469.48,5.68,939,783,311,1
18.75,3442.28,14.21,2.43,48,33,95,0
43.68,3854.17,4.99,0.94,6,57,97,0
46.04,5172.44,2.91,1.98,46,19,6,0
92.82,6925.34,359.25,28.53,171,683,968,1
98.19,6180.47,436.99,29.54,637,126,925,1
25.89,5533.57,9.79,1.39,50,55,31,0
26.11,693.24,9.44,2.93,34,16,90,0
36.28,4017.83,7.28,2.17,56,45,5,0
22.17,402.95,7.78,2.31,64,21,82,0
44.76,5970.7,5.01,0.94,28,23,39,0
18.35,936.79,8.37,0.96,61,83,63,0
84.7,12539.03,352.1,10.09,906,810,228,1
74.86,15731.67,50.51,25.46,699,886,906,1
98.08,12129.51,24.54,97.14,626,912,485,1
81.98,14221.01,429.7,42.92,316,157,876,1
20.01,3965.4,4.65,1.51,89,92,70,0
8.43,229.74,2.36,1.51,67,5,54,0
79.04,9465.75,403.18,74.0,314,937,414,1
67.84,4478.51,4.2,4.68,44,92,99,0
83.13,15077.59,116.15,79.08,596,431,527,1
89.21,7501.69,319.43,62.81,585,264,237,1
85.84,6393.65,232.85,58.14,653,754,597,1
3.82,4291.72,1.46,1.19,17,27,72,0
42.61,1590.48,0.32,0.83,28,19,41,0
71.27,13404.7,409.55,20.46,999,783,103,1
44.52,2899.48,6.89,1.32,31,22,82,0
45.86,953.85,14.61,3.39,35,91,4,0
75.9,11065.8,339.33,45.81,833,371,143,1
55.67,1444.78,8.83,1.53,28,58,74,0
87.24,7481.55,74.05,4.47,428,823,505,1
43.91,875.92,2.73,1.14,6,25,90,0
37.08,4396.43,3.65,1.05,34,34,48,0
87.15,8265.5,303.32,22.16,985,437,162,1
96.96,13288.97,473.29,85.6,824,165,583,1
45.26,437.66,9.6,2.94,50,73,63,0
29.73,424.3,0.22,1.9,13,81,0,0
98.01,10105.81,399.66,23.81,471,311,888,1
69.97,4214.73,9.4,0.9,16,82,98,0
19.2,3056.47,0.44,1.05,35,88,14,0
70.56,14504.03,460.83,26.02,582,354,127,1
92.55,12368.73,363.45,9.15,679,686,445,1
21.7,4805.41,11.59,1.01,57,68,38,0
42.71,3405.02,4.79,3.83,60,21,86,0
61.21,4292.89,10.54,3.08,95,49,0,0
87.92,14272.21,432.27,18.5,296,291,645,1
47.41,5069.51,1.8,2.07,26,13,84,0
85.66,7532.9,288.49,41.37,241,433,469,1
91.13,11078.66,103.99,48.95,581,277,387,1
13.96,5519.05,14.25,2.84,27,0,32,0
47.28,3589.37,9.65,3.02,70,54,42,0
82.42,7173.31,235.2,68.58,564,318,813,1
89.22,7215.02,443.53,60.7,744,988,292,1
85.85,14960.82,244.94,64.13,992,619,912,1
62.54,860.69,13.65,1.88,1,38,31,0
86.66,9985.86,35.18,96.14,937,435,844,1
76.45,10983.82,218.61,64.5,241,350,325,1
67.89,585.12,12.86,3.82,40,77,64,0
93.66,13232.2,429.57,12.3,142,606,857,1
41.06,4826.38,4.48,0.04,92,57,80,0
93.21,7848.57,45.77,15.53,504,264,204,1
75.55,11840.54,239.71,98.85,439,746,820,1
42.68,3568.41,2.91,4.75,99,58,97,0
65.24,4827.2,2.5,2.08,24,66,94,0
55.7,5814.23,8.35,3.81,40,24,71,0
66.19,1948.07,5.7,3.65,4,47,59,0
36.79,4068.2,12.79,1.42,7,66,13,0
90.06,14160.83,199.68,24.15,371,280,237,1
0.4,5910.63,10.62,2.97,65,70,67,0
10.45,2051.87,6.13,0.37,58,64,40,0
72.21,6883.91,410.15,93.16,952,591,502,1
1.3,5970.37,5.93,1.81,83,50,48,0
22.53,2171.65,14.55,0.1,12,100,19,0
6.24,4648.52,8.54,1.4,28,48,44,0
84.7,15754.54,396.47,9.98,510,151,207,1
76.49,8066.55,445.84,70.24,701,532,490,1
78.83,11394.33,91.49,42.79,133,377,388,1
21.43,5722.64,10.01,0.67,38,25,12,0
91.08,9556.18,300.19,6.45,753,354,899,1
94.89,6287.3,414.34,72.62,315,696,992,1
91.1,11400.12,19.9,24.25,848,572,523,1
77.37,8391.94,311.99,80.66,472,674,885,1
85.77,12141.32,96.38,41.19,998,654,656,1
98.8,6251.36,396.75,8.34,716,427,893,1
25.01,2097.11,0.84,1.9,64,77,25,0
31.91,196.5,12.37,3.86,32,86,53,0
67.68,4399.86,3.05,4.51,86,73,15,0
68.21,3180.89,3.77,4.19,81,11,24,0
82.43,14701.75,351.17,79.73,843,949,726,1
86.14,8947.27,23.39,39.62,779,442,884,1
75.28,14852.39,363.57,8.47,987,624,764,1
74.23,12024.25,453.81,85.0,554,430,227,1
70.33,10290.67,440.66,89.62,603,331,234,1
79.6,12219.67,225.39,62.1,500,147,843,1
8.21,2463.94,13.6,3.23,66,64,71,0
1.38,3471.02,11.38,1.03,0,42,52,0
64.77,303.71,14.67,3.08,50,23,4,0
88.32,6647.1,199.54,88.76,923,184,410,1
79.05,10423.78,136.36,6.07,259,255,148,1
56.55,1102.99,5.31,1.63,4,87,55,0
84.03,13968.4,286.17,22.02,315,220,802,1
90.41,7877.45,160.23,31.35,822,805,127,1
94.73,6768.53,402.58,15.65,207,161,426,1
47.73,504.49,9.67,1.33,70,82,41,0
82.98,10080.28,272.56,97.81,982,163,972,1
25.97,4159.73,6.32,2.8,18,97,77,0
87.39,6086.66,314.79,23.34,636,510,747,1
82.56,6537.9,206.85,64.54,865,827,818,1
57.41,474.31,8.24,4.71,13,97,30,0
21.82,2133.5,7.47,4.46,78,46,10,0
78.34,6889.31,411.12,25.34,751,618,680,1
70.8,8060.46,332.4,45.63,642,774,875,1
50.08,5256.42,6.59,1.85,83,20,83,0
79.05,7777.85,208.89,50.21,219,502,553,1
0.05,2152.6,4.82,1.06,31,1,20,0
82.81,7617.67,231.18,77.74,961,538,735,1
84.28,14652.34,336.38,47.07,815,710,585,1
77.99,7799.17,87.41,4.25,675,357,203,1
77.99,6915.11,136.63,86.87,619,707,237,1
58.21,251.7,4.7,2.25,28,60,1,0
87.01,15221.05,410.17,60.83,269,986,363,1
16.82,4583.91,8.78,2.09,96,75,20,0
90.05,6609.9,479.69,6.05,337,935,551,1
8.46,1320.44,8.66,2.45,5,1,69,0
73.12,15755.6,172.56,67.72,784,503,638,1
99.6,6593.94,337.13,70.7,548,139,439,1
78.54,7570.53,344.01,62.34,705,470,216,1
36.07,3315.24,13.84,3.97,93,88,77,0
75.58,11768.88,286.9,5.61,425,307,490,1
14.33,1669.99,14.38,1.22,18,97,44,0
83.48,6150.27,88.72,52.04,344,149,518,1
99.69,14612.22,436.62,36.32,164,808,759,1
92.7,14774.7,232.48,79.99,590,670,224,1
97.29,9209.82,260.56,63.25,830,640,456,1
27.46,5570.2,12.3,0.65,12,19,3,0
16.37,2458.65,11.84,1.74,75,90,3,0
55.01,3149.59,11.18,3.02,10,78,1,0
95.02,6006.36,197.88,97.17,948,812,281,1
90.2,14399.1,45.88,32.92,506,664,972,1
13.48,3615.63,2.56,1.48,27,3,8,0
86.44,6423.74,122.11,23.64,359,240,775,1
33.7,2082.37,12.0,4.91,62,60,13,0
90.92,12778.58,102.27,36.09,605,919,622,1
81.96,7174.57,82.06,70.92,155,971,666,1
71.99,8648.46,239.76,23.38,940,829,770,1
53.72,4365.17,0.98,1.18,89,6,51,0
66.22,5796.4,0.79,4.9,28,14,65,0
